seasonId,season,shortened,n_eval,n_train,best_iteration,mae,rmse,r2,mae_baseline,directional_accuracy,top_features,arm
20192020,2019-20,COVID cutoff (~70 games),554,3730,110,0.11894612067439912,0.15964142260249534,0.6492185983125367,0.14729383097355572,0.6841155234657039,"ppg_last1, ppg_rolling_3yr, career_ppg, age, age_sq",rolling_5yr
20202021,2020-21,COVID (56 games),536,3747,93,0.12877142422051743,0.1684815987915937,0.6102052810800604,0.1457821306539314,0.6567164179104478,"ppg_last1, ppg_rolling_3yr, career_ppg, age_sq, age",rolling_5yr
20212022,2021-22,,578,3752,56,0.12445467003573699,0.17643863786277864,0.6486611163947578,0.14749548337355686,0.6591695501730104,"ppg_last1, ppg_rolling_3yr, career_ppg, ppg_last2, age_sq",rolling_5yr
20222023,2022-23,,581,3783,88,0.1275319793543222,0.17717857705207143,0.6404594933406367,0.15300775761493696,0.6987951807228916,"ppg_last1, ppg_rolling_3yr, career_ppg, ppg_last2, age",rolling_5yr
20232024,2023-24,,612,3861,104,0.1238871550795957,0.15891970256013374,0.7086790028397396,0.1487543427305434,0.6454248366013072,"ppg_rolling_3yr, ppg_last1, career_ppg, ppg_last2, age",rolling_5yr
20242025,2024-25,,587,3934,109,0.1202563899441361,0.1569998687811899,0.6976555036850285,0.14904167338329133,0.696763202725724,"ppg_rolling_3yr, ppg_last1, career_ppg, ppg_last2, gp_last1",rolling_5yr
20252026,2025-26,,601,3954,61,0.12254637072540364,0.15983152297706923,0.7069093390217371,0.14374493241512967,0.6871880199667221,"ppg_rolling_3yr, ppg_last1, career_ppg, ppg_last2, gp_last1",rolling_5yr
19901991,1990-91,,394,1592,61,0.15726978559445132,0.2171578755943952,0.5737139483583253,0.18239353172213846,0.6878172588832487,"ppg_last1, ppg_rolling_3yr, career_ppg, gpg_last1, age_sq",expanding
19911992,1991-92,,421,2138,44,0.1538539266339052,0.20229824287692286,0.6323118193728872,0.17336082904348343,0.6817102137767221,"ppg_last1, ppg_rolling_3yr, career_ppg, gpg_last1, age",expanding
19921993,1992-93,,439,2684,87,0.16325502050090832,0.22444228077637254,0.6418302742989064,0.18037469941126824,0.6355353075170843,"ppg_rolling_3yr, ppg_last1, career_ppg, age, age_sq",expanding
19931994,1993-94,,481,3280,138,0.14058664103186386,0.18495214648576605,0.6760431032717666,0.17382399821606065,0.7047817047817048,"ppg_last1, ppg_rolling_3yr, career_ppg, age_sq, age",expanding
19941995,1994-95,lockout (48 games),461,3884,82,0.15004595561272674,0.19366663287572874,0.5611492576557455,0.19185641867951003,0.6854663774403471,"ppg_last1, ppg_rolling_3yr, career_ppg, age_sq, age",expanding
19951996,1995-96,,489,4534,54,0.14274668538843124,0.19057609048617727,0.6623397585818932,0.16755131457603414,0.6523517382413088,"ppg_last1, ppg_rolling_3yr, career_ppg, age_sq, age",expanding
19961997,1996-97,,488,5173,51,0.12798764500534102,0.17124743010819893,0.6435318425635825,0.16551929671032398,0.7172131147540983,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
19971998,1997-98,,497,5819,101,0.11231853813418405,0.15050266128991946,0.6757240039699922,0.16674306976657494,0.7142857142857143,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
19981999,1998-99,,513,6486,128,0.12403373692901722,0.15950367081390157,0.6617086747673555,0.14430168446260463,0.7037037037037037,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
19992000,1999-00,,534,7139,132,0.11589163044955789,0.15540726705500846,0.6658813448782472,0.13087343461505202,0.6367041198501873,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
20002001,2000-01,,543,7841,112,0.13432859869150116,0.18134160912563263,0.6004582279713007,0.14841025150088244,0.6427255985267035,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
20012002,2001-02,,551,8557,108,0.119075543279939,0.15760494575496156,0.6251102286004782,0.1351162726278583,0.7023593466424682,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
20022003,2002-03,,575,9296,111,0.11952648481037749,0.16025256140327174,0.6355111613576998,0.142916737696546,0.7026086956521739,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
20032004,2003-04,,572,10052,167,0.11566098577850813,0.15069853193136115,0.636580514683355,0.14387535232054263,0.7132867132867133,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
20052006,2005-06,,515,10819,142,0.15093192459184512,0.20288855647382,0.538957575544651,0.16041787545757646,0.6194174757281553,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
20062007,2006-07,,485,11591,116,0.16071131752113937,0.21576826764812765,0.4496712731130166,0.17151977017903391,0.6288659793814433,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
20072008,2007-08,,542,12267,102,0.12406225350414579,0.16235683578396662,0.6589864368711262,0.15643999456976754,0.7250922509225092,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding
20082009,2008-09,,537,12991,79,0.12529541804740987,0.16849431683303748,0.627057667961904,0.15545530907951857,0.7225325884543762,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20092010,2009-10,,558,13702,91,0.11737678653354723,0.15637101652584298,0.6599971293455345,0.13775467289627713,0.6559139784946236,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20102011,2010-11,,564,14429,76,0.11587715017524937,0.15174127831495854,0.662476082133965,0.14626761624512088,0.6914893617021277,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20112012,2011-12,,567,15184,80,0.11697231334323567,0.15737994717050086,0.6277776816306078,0.1522057323895188,0.7336860670194003,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20122013,2012-13,lockout (48 games),532,15941,144,0.12285911107486204,0.15716112627399872,0.6595971988983715,0.14889437232207692,0.6766917293233082,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20132014,2013-14,,563,16707,106,0.10902596457264833,0.13943160050028594,0.6936748605149984,0.13611809762720178,0.6891651865008881,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20142015,2014-15,,563,17430,107,0.11827416492125971,0.15538417153971945,0.557450838864811,0.16116803073187055,0.7335701598579041,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20152016,2015-16,,556,18175,90,0.11066904006788772,0.1433092322579582,0.6423395892628767,0.13211162448774325,0.697841726618705,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, gp_last1",expanding
20162017,2016-17,,527,18927,90,0.11045211049425625,0.14115861314449182,0.6453220151626498,0.1409575694235779,0.698292220113852,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, gp_last1",expanding
20172018,2017-18,,565,19673,93,0.11737300778756271,0.15717815751791328,0.6418947209067258,0.14426379879686424,0.6637168141592921,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20182019,2018-19,,572,20400,122,0.13146960048277692,0.17857608753244147,0.597356037091993,0.15808525251602115,0.6835664335664335,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, ppg_last2",expanding
20192020,2019-20,COVID cutoff (~70 games),554,21160,122,0.11909625319469966,0.15748146159341453,0.6586465831381767,0.14729383097355572,0.6805054151624549,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20202021,2020-21,COVID (56 games),536,21922,195,0.12170977664837454,0.15762197647147597,0.6588349465983894,0.1457821306539314,0.6735074626865671,"ppg_last1, ppg_rolling_3yr, career_ppg, gpg_last1, age_sq",expanding
20212022,2021-22,,578,22679,151,0.13104957691361055,0.1815392378389009,0.6280540450134913,0.14749548337355686,0.6764705882352942,"ppg_last1, ppg_rolling_3yr, career_ppg, gpg_last1, age_sq",expanding
20222023,2022-23,,581,23456,206,0.1319810037451353,0.1827316199702622,0.6175692405698776,0.15300775761493696,0.6798623063683304,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20232024,2023-24,,612,24261,239,0.12303653530347533,0.15989416216753355,0.7050954208732376,0.1487543427305434,0.6503267973856209,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
20242025,2024-25,,587,25094,192,0.11960865850242991,0.15541836421267347,0.7037160295784631,0.14904167338329133,0.7018739352640545,"ppg_last1, ppg_rolling_3yr, career_ppg, gpg_last1, age_sq",expanding
20252026,2025-26,,601,25876,160,0.12044425769227333,0.159817645998708,0.7069602305620497,0.14374493241512967,0.6888519134775375,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding
19901991,1990-91,,394,1592,61,0.15849300083114382,0.21670763094672407,0.5754797976537789,0.18239353172213846,0.6802030456852792,"ppg_last1, ppg_rolling_3yr, career_ppg, gpg_last1, age_sq",expanding_w0.85
19911992,1991-92,,421,2138,49,0.15357574936786583,0.20204847802045017,0.6332191816174499,0.17336082904348343,0.6864608076009501,"ppg_last1, career_ppg, ppg_rolling_3yr, age_x_ppg_last1, age_sq",expanding_w0.85
19921993,1992-93,,439,2684,87,0.164491867917602,0.22584089655787287,0.6373524847956868,0.18037469941126824,0.6287015945330297,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding_w0.85
19931994,1993-94,,481,3280,142,0.1423465495907184,0.1853579809724702,0.6746198472919409,0.17382399821606065,0.7047817047817048,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding_w0.85
19941995,1994-95,lockout (48 games),461,3884,92,0.15261036262550232,0.20013464770846928,0.5313465745601764,0.19185641867951003,0.6941431670281996,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding_w0.85
19951996,1995-96,,489,4534,50,0.14341090063031256,0.18963355635414775,0.6656714388574255,0.16755131457603414,0.65439672801636,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, gpg_last1",expanding_w0.85
19961997,1996-97,,488,5173,47,0.1275745703127994,0.16771092336533588,0.6581029797650375,0.16551929671032398,0.7090163934426229,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, gpg_last1",expanding_w0.85
19971998,1997-98,,497,5819,86,0.11318744084563144,0.15117950252692286,0.6728007746372604,0.16674306976657494,0.7142857142857143,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding_w0.85
19981999,1998-99,,513,6486,122,0.1232265060269384,0.15888073661525262,0.6643458771599389,0.14430168446260463,0.7037037037037037,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding_w0.85
19992000,1999-00,,534,7139,100,0.11550496169670536,0.15498906239039484,0.6676771678715352,0.13087343461505202,0.6404494382022472,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding_w0.85
20002001,2000-01,,543,7841,115,0.13444134765123522,0.180770162373741,0.6029723460604672,0.14841025150088244,0.6629834254143646,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding_w0.85
20012002,2001-02,,551,8557,87,0.11873561047808155,0.15707540884605878,0.6276251810276292,0.1351162726278583,0.6950998185117967,"ppg_rolling_3yr, ppg_last1, career_ppg, age, gpg_last1",expanding_w0.85
20022003,2002-03,,575,9296,95,0.11941826468038194,0.15986217902689326,0.6372848204535244,0.142916737696546,0.7095652173913043,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding_w0.85
20032004,2003-04,,572,10052,209,0.1168996226743466,0.15036649274579314,0.6381802193489245,0.14387535232054263,0.708041958041958,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding_w0.85
20052006,2005-06,,515,10819,84,0.1514984882845561,0.20373592213025754,0.5350984388364646,0.16041787545757646,0.6097087378640776,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding_w0.85
20062007,2006-07,,485,11591,99,0.1605625177532944,0.2166452404757063,0.44518864796219715,0.17151977017903391,0.6329896907216495,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding_w0.85
20072008,2007-08,,542,12267,76,0.12425962044436122,0.16175402061071728,0.6615140363017558,0.15643999456976754,0.7232472324723247,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding_w0.85
20082009,2008-09,,537,12991,79,0.12626089617314967,0.1710803665622954,0.6155219841293951,0.15545530907951857,0.7337057728119181,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding_w0.85
20092010,2009-10,,558,13702,88,0.11824884297435839,0.15765012513768484,0.6544119596089027,0.13775467289627713,0.6577060931899642,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, ppg_last2",expanding_w0.85
20102011,2010-11,,564,14429,105,0.11567519086699675,0.1518466780806635,0.6620070298435468,0.14626761624512088,0.7021276595744681,"ppg_last1, ppg_rolling_3yr, gpg_last1, career_ppg, ppg_last2",expanding_w0.85
20112012,2011-12,,567,15184,91,0.11684112949853065,0.1574101459512567,0.6276348204994215,0.1522057323895188,0.7072310405643739,"ppg_last1, ppg_rolling_3yr, career_ppg, gpg_last1, ppg_last2",expanding_w0.85
20122013,2012-13,lockout (48 games),532,15941,129,0.12505417274963068,0.15940521478122646,0.6498066378817253,0.14889437232207692,0.6672932330827067,"ppg_rolling_3yr, ppg_last1, gpg_last1, age_x_ppg_last1, ppg_last2",expanding_w0.85
20132014,2013-14,,563,16707,92,0.11014568968399456,0.14166486761899616,0.6837834944356909,0.13611809762720178,0.6838365896980462,"ppg_last1, ppg_rolling_3yr, gpg_last1, career_ppg, ppg_last2",expanding_w0.85
20142015,2014-15,,563,17430,124,0.11581446824152165,0.1529184843128669,0.5713844350512423,0.16116803073187055,0.7495559502664298,"ppg_rolling_3yr, ppg_last1, age_x_ppg_last1, gpg_last1, career_ppg",expanding_w0.85
20152016,2015-16,,556,18175,153,0.111390540934486,0.14309856352900235,0.6433903587236911,0.13211162448774325,0.6762589928057554,"ppg_last1, ppg_rolling_3yr, career_ppg, gpg_last1, age_sq",expanding_w0.85
20162017,2016-17,,527,18927,161,0.11141493167306976,0.1428501078021468,0.6367709193420463,0.1409575694235779,0.7020872865275142,"ppg_last1, ppg_rolling_3yr, career_ppg, gpg_last1, ppg_last2",expanding_w0.85
20172018,2017-18,,565,19673,159,0.1188439299514591,0.1586409010019977,0.6351984526580342,0.14426379879686424,0.6566371681415929,"ppg_last1, ppg_rolling_3yr, gpg_last1, career_ppg, age_sq",expanding_w0.85
20182019,2018-19,,572,20400,153,0.1298945035698209,0.17456437070949365,0.6152436476240486,0.15808525251602115,0.6958041958041958,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, ppg_last2",expanding_w0.85
20192020,2019-20,COVID cutoff (~70 games),554,21160,152,0.11826813491309929,0.15599580817345698,0.6650567442236409,0.14729383097355572,0.6642599277978339,"ppg_rolling_3yr, ppg_last1, gpg_last1, career_ppg, age_sq",expanding_w0.85
20202021,2020-21,COVID (56 games),536,21922,165,0.12244899780066414,0.1581828383099467,0.6564027110088944,0.1457821306539314,0.6847014925373134,"ppg_rolling_3yr, ppg_last1, gpg_last1, career_ppg, age_sq",expanding_w0.85
20212022,2021-22,,578,22679,215,0.13009279145516306,0.18079573662276868,0.6310944452948266,0.14749548337355686,0.6608996539792388,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding_w0.85
20222023,2022-23,,581,23456,155,0.13119617816098908,0.1829958476293447,0.6164624606706236,0.15300775761493696,0.6781411359724613,"ppg_rolling_3yr, ppg_last1, career_ppg, gpg_last1, age_sq",expanding_w0.85
20232024,2023-24,,612,24261,160,0.12540937606760671,0.1619119098399435,0.6976054972332113,0.1487543427305434,0.6568627450980392,"ppg_rolling_3yr, ppg_last1, career_ppg, age, gpg_last1",expanding_w0.85
20242025,2024-25,,587,25094,266,0.1229507469063765,0.15675376125588716,0.6986026501466847,0.14904167338329133,0.6831345826235093,"ppg_rolling_3yr, ppg_last1, career_ppg, age_sq, age",expanding_w0.85
20252026,2025-26,,601,25876,215,0.12104806988095994,0.1603958820425046,0.7048359007689502,0.14374493241512967,0.6921797004991681,"ppg_last1, ppg_rolling_3yr, career_ppg, age_sq, age",expanding_w0.85
